question,answer,choices.0.text,choices.0.correct,choices.1.text,choices.1.correct,choices.2.text,choices.2.correct,choices.3.text,choices.3.correct,images,category
"เมื่อพนักงานจราจรยืนและเหยียดแขนซ้ายออกไปเสมอระดับไหล่ ผู้ขับขี่ซึ่งขับรถมาจากทางด้านไหนของพนักงานจราจรจะต้องหยุดรถ",เมื่อพนักงานจราจรยืนและเหยียดแขนซ้ายออกไปเสมอระดับไหล่ ผู้ขับขี่ซึ่งขับรถมาจากทางด้านหลังของพนักงานจราจรจะต้องหยุดรถ,ด้านข้าง,false,ด้านหน้าและด้านหลัง,false,ด้านหลัง,true,ด้านหน้า,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"เมื่อพนักงานจราจรยืนและเหยียดแขนขวาท่อนล่างตั้งฉากกับแขนท่อนบนและตั้งฝ่ามือขึ้น ผู้ขับขี่ซึ่งขับรถมาจากทางด้านไหนของพนักงานจราจรจะต้องหยุดรถ",เมื่อพนักงานจราจรยืนและเหยียดแขนขวาท่อนล่างตั้งฉากกับแขนท่อนบนและตั้งฝ่ามือขึ้น ผู้ขับขี่ซึ่งขับรถมาจากทางด้านไหนของพนักงานจราจรจะต้องหยุดรถ,ด้านหลัง,true,ด้านหน้าและด้านหลัง,false,ด้านหน้า,false,ด้านข้างและด้านหลัง,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"การขับรถผ่านทางร่วมทางแยกที่มีสัญญาณจราจรไฟกระพริบสีแดง ผู้ขับขี่ต้องปฏิบัติอย่างไร",การขับรถผ่านทางร่วมทางแยกที่มีสัญญาณจราจรไฟกระพริบสีแดง ผู้ขับขี่ต้องหยุดรถหลังเส้นให้รถหยุด เมื่อเห็นว่าปลอดภัยและไม่เป็นการกีดขวางการจราจรจึงให้ขับรถต่อไปด้วยความระมัดระวัง,หยุดรถหลังเส้นให้รถหยุด เมื่อเห็นว่าปลอดภัยและไม่เป็นการกีดขวางการจราจรจึงให้ขับรถต่อไปด้วยความระมัดระวัง,true,ลดความเร็วของรถลงและผ่านทางเดินรถนั้นไปด้วยความระมัดระวัง,false,จอดรถด้วยความระมัดระวัง,false,เพิ่มความเร็วของรถและผ่านทางเดินรถนั้นไปโดยเร็ว,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"การขับรถผ่านทางร่วมทางแยกที่มีสัญญาณจราจรไฟกระพริบสีเหลือง ผู้ขับขี่ต้องปฏิบัติอย่างไร",การขับรถผ่านทางร่วมทางแยกที่มีสัญญาณจราจรไฟกระพริบสีเหลือง ผู้ขับขี่ต้องลดความเร็วของรถลงและผ่านทางเดินรถนั้นไปด้วยความระมัดระวัง,ลดความเร็วของรถลงและผ่านทางเดินรถนั้นไปด้วยความระมัดระวัง,true,หยุดรถหลังเส้นให้รถหยุด เมื่อเห็นว่าปลอดภัยและไม่เป็นการกีดขวางการจราจรจึงขับรถต่อไปด้วยความระมัดระวัง,false,จอดรถ,false,เพิ่มความเร็วของรถและผ่านทางเดินรถนั้นไปโดยเร็ว,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ผู้ขับขี่ต้องขับรถในทางเดินรถด้านซ้าย ยกเว้นกรณีใดสามารถเดินรถทางขวาหรือ ล้ำกึ่งกลางของทางเดินรถได้",ผู้ขับขี่ต้องขับรถในทางเดินรถด้านซ้าย ยกเว้นกรณีที่ด้านซ้ายของทางเดินรถมีสิ่งกีดขวาง ผู้ขับขี่จึงจะสามารถเดินรถทางขวาหรือ ล้ำกึ่งกลางของทางเดินรถได้,ไม่มีรถสวนทางมา,false,ทางเดินรถกว้างมาก,false,ด้านซ้ายของทางเดินรถมีสิ่งกีดขวาง,true,ทางเดินรถมีน้ำท่วมขัง,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"การให้สัญญาณด้วยแขน โดยผู้ขับขี่ยื่นแขนขวาตรงออกไปนอกตัวรถเสมอระดับไหล่และโบกมือขึ้นลงหลายครั้ง หมายถึงผู้ขับขี่นั้นต้องการอะไร",การให้สัญญาณด้วยแขน โดยผู้ขับขี่ยื่นแขนขวาตรงออกไปนอกตัวรถเสมอระดับไหล่และโบกมือขึ้นลงหลายครั้ง หมายถึงผู้ขับขี่นั้นต้องการจะลดความเร็วของรถ,หยุดรถ,false,เลี้ยวขวา,false,จะลดความเร็วของรถ,true,จอดรถ,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ผู้ขับขี่ต้องขับรถให้ห่างจากรถคันหน้าเท่าไร",ผู้ขับขี่ต้องขับรถให้ห่างจากรถคันหน้าในระยะที่จะสามารถหยุดรถได้โดยปลอดภัยเมื่อมีความจำเป็น ไม่ได้กำหนดระยะห่างที่ชัดเจน เนื่องจากขึ้นอยู่กับสภาพความหนาแน่นของการจราจร และสมรรถนะของรถที่ขับ,ในระยะที่จะสามารถหยุดรถได้โดยปลอดภัยเมื่อมีความจำเป็น,true,ไม่น้อยกว่า 2 เมตร,false,ไม่น้อยกว่า 1 เมตร,false,ไม่น้อยกว่า 3 เมตร,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ผู้ขับขี่ต้องการจะเลี้ยวซ้ายต้องขับรถในช่องเดินรถด้านซ้ายก่อนถึงทางเลี้ยวกี่เมตร",ผู้ขับขี่ต้องการจะเลี้ยวซ้ายต้องขับรถในช่องเดินรถด้านซ้ายก่อนถึงทางเลี้ยวไม่น้อยกว่า 30 เมตร,ไม่น้อยกว่า 15 เมตร,false,ไม่น้อยกว่า 20 เมตร,false,ไม่น้อยกว่า 25 เมตร,false,ไม่น้อยกว่า 30 เมตร,true,[  ],กฎหมายว่าด้วยจราจรทางบก
"ผู้ขับขี่ต้องเปิดไฟหน้าหรือไฟท้ายรถ ให้รถคันอื่นเห็นได้ในระยะไม่น้อยกว่าเท่าใด",ผู้ขับขี่ต้องเปิดไฟหน้าหรือไฟท้ายรถ ให้รถคันอื่นเห็นได้ในระยะไม่น้อยกว่า 150 เมตร,150 เมตร,true,100 เมตร,false,60 เมตร,false,120 เมตร,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ในการขับรถสวนทางกัน ผู้ขับขี่ต้องปฏิบัติอย่างไร",ในการขับรถสวนทางกัน ผู้ขับขี่ต้องให้ขับรถชิดด้านซ้าย,แซงเข้าไปในช่องเดินรถประจำทางได้,false,ให้ขับรถชิดด้านซ้าย,true,ในทางที่มีสิ่งกีดขวางอยู่ข้างหน้าไม่ต้องหยุดรอให้รถที่สวนมาผ่านไปได้,false,ในทางแคบที่ไม่อาจสวนกันได้ ผู้ขับรถคันที่เล็กกว่า ต้องหยุดชิดด้านซ้ายให้รถคันที่ใหญ่กว่าไปก่อน,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ห้ามมิให้ผู้ขับขี่รถแซงเพื่อขึ้นหน้ารถคันอื่นขณะที่มีหมอก ฝุ่น ฝน หรือควัน จนไม่อาจเห็นทางข้างหน้าได้ในระยะ เท่าใด",ห้ามมิให้ผู้ขับขี่รถแซงเพื่อขึ้นหน้ารถคันอื่นขณะที่มีหมอก ฝุ่น ฝน หรือควัน จนไม่อาจเห็นทางข้างหน้าได้ในระยะ 60 เมตร,60 เมตร,true,90 เมตร,false,70 เมตร,false,80 เมตร,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"บริเวณใดห้ามขับรถแซงรถคันอื่น",บริเวณที่ห้ามขับรถแซงรถคันอื่น เช่น ทางโค้งรัศมีแคบ  ทางร่วมทางแยก  สะพานเดินรถทางเดียว  ห้ามแซงรถในอุโมงค์,ทางโค้งรัศมีแคบ,true,ในกรณีที่ทางเดินรถด้านซ้ายมีสิ่งกีดขวาง,false,150 เมตร จากทางร่วมทางแยก,false,แซงด้านซ้ายในขณะที่มีรถรอเลี้ยวขวา,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"บริเวณใดสามารถกลับรถได้",บริเวณที่กฎหมายจราจรยอมให้ขับรถแซงรถคันอื่น เช่น ในกรณีที่ทางเดินรถด้านซ้ายมีสิ่งกีดขวาง  หรือในระยะ 150 เมตร จากทางร่วมทางแยก หรือแซงด้านซ้ายในขณะที่มีรถรอเลี้ยวขวา  หรือบนพื้นทางที่มีเครื่องหมายจราจรให้แซงได้ ในระยะ 150 เมตร จากทางราบของเชิงสะพาน ผู้ขับรถสามารถกลับรถได้โดยใช้ความระมัดระวังด้วย ส่วนบริเวณที่ห้ามกลับรถ ได้แก่ บริเวณทางเดินรถที่มีเครื่องหมายห้ามกลับรถ  บริเวณบนสะพาน และบริเวณเขตปลอดภัย,ทางเดินรถที่มีเครื่องหมายห้ามกลับรถ,false,บริเวณบนสะพาน,false,ระยะ 150 เมตร จากทางราบของเชิงสะพาน,true,เขตปลอดภัย,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"เมื่อผู้ขับขี่พบเครื่องหมาย ""เลี้ยวซ้ายผ่านตลอด"" ผู้ขับขี่ควรปฏิบัติอย่างไร?","เมื่อผู้ขับขี่พบเครื่องหมาย ""เลี้ยวซ้ายผ่านตลอด"" ผู้ขับขี่ควรหยุดรอให้คนข้ามถนนและรถที่มาจากทางด้านขวามือขับผ่านไปก่อนแล้วจึงเลี้ยวซ้ายผ่านไป",ลดความเร็วของรถลงและเลี้ยวซ้ายผ่านไปได้ทันที,false,หยุดรอจนกว่าจะได้รับสัญญาณไฟเขียวจึงเลี้ยวซ้ายไปได้,false,หยุดรอให้คนข้ามถนนและรถที่มาจากทางด้านขวามือขับผ่านไปก่อนแล้วจึงเลี้ยวซ้ายผ่านไป,true,เลี้ยวซ้ายผ่านไปได้ทันที,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ผู้ใดไม่มีหน้าที่ให้สัญญาณจราจรตามพระราชบัญญัติจราจรทางบก พ.ศ.2522",ผู้ที่มีหน้าที่ให้สัญญาณจราจรตามพระราชบัญญัติจราจรทางบก พ.ศ.2522 ได้แก่  พนักงานจราจร  และผู้ขับขี่ยานพาหนะ  ส่วนคนเดินเท้าไม่มีหน้าที่ให้สัญญาณจราจร,ผู้ขับขี่รถยนต์,false,พนักงานจราจร,false,ผู้ขับขี่รถจักรยานยนต์,false,คนเดินเท้า,true,[  ],กฎหมายว่าด้วยจราจรทางบก
"ผู้ขับขี่ปฏิบัติตามข้อใดไม่ถูกต้อง",ผู้ขับรถต้องไม่จอดรถบริเวณทางร่วมทางแยก  แต่เมื่อถึงบริเวณวงเวียนต้องลดความเร็ว หรือเมื่อเห็นคนกำลังข้ามถนน ตลอดจนลดความเร็วเมื่อถึงที่คับขัน,ลดความเร็วเมื่อถึงวงเวียน,false,ลดความเร็วเมื่อถึงที่คับขัน,false,จอดรถบริเวณทางร่วมทางแยก,true,ลดความเร็วเมื่อเห็นคนกำลังข้ามทาง,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"บริเวณใดแซงได้",เมื่อจะเปลี่ยนช่องทางหรือแซงรถทุกครั้ง ผู้ขับรถต้องให้สัญญาณไฟหรือสัญญาณแตร  ต้องไม่รีบเปลี่ยนช่องทางโดยเร็ว   หรือแซงขึ้นหน้าแล้วเหยียบเบรกทันที  หรือรีบเร่งเครื่องแซงโดยเร็ว,ทางร่วมทางแยก,false,สะพานเดินรถทางเดียว,false,ทางโค้งรัศมีแคบ,false,บนพื้นทางที่มีเครื่องหมายจราจรให้แซงได้,true,[  ],กฎหมายว่าด้วยจราจรทางบก
"เมื่อจะเปลี่ยนช่องทางหรือแซงรถทุกครั้งต้องปฏิบัติอย่างไร",รถ ได้แก่ บริเวณที่มีป้ายห้ามหยุดรถ  ในอุโมงค์  บริเวณทางร่วมทางแยก,รีบเปลี่ยนช่องทางโดยเร็ว,false,ต้องให้สัญญาณไฟหรือสัญญาณแตร,true,แซงขึ้นหน้าแล้วเหยียบเบรกทันที,false,รีบเร่งเครื่องแซงโดยเร็ว,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"บริเวณใดจอดรถได้",ข้อปฏิบัติในการขับรถที่ถูกต้อง คือ ผู้ขับรถต้องขับรถเร็วไม่เกินอัตราที่กฎหมายกำหนด,ที่มีป้ายห้ามหยุดรถ,false,ในอุโมงค์,false,ทางร่วมทางแยก,false,ลานจอดรถในห้างสรรพสินค้า,true,[  ],กฎหมายว่าด้วยจราจรทางบก
"การขับรถตามข้อใดปฏิบัติได้ถูกต้อง",ห้ามขับรถในลักษณะกีดขวางการจราจร หรือขับรถลักษณะผิดปกติวิสัย,ขับรถลักษณะผิดปกติวิสัย,false,แซงรถในอุโมงค์,false,ขับรถในลักษณะกีดขวางการจราจร,true,ขับรถเร็วไม่เกินอัตราที่กฎหมายกำหนด,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"เมื่อถึงทางรถไฟและมีรถไฟกำลังแล่นผ่าน ผู้ขับขี่ต้องปฏิบัติอย่างไร",เมื่อถึงทางรถไฟและมีรถไฟกำลังแล่นผ่าน ผู้ขับขี่ต้องหยุดรถให้ห่างจากทางรถไฟไม่น้อยกว่า 5 เมตร  อย่าขับรถผ่านไปโดยเร็ว  หรือให้เสียงสัญญาณแตรเตือนและขับผ่านไป  และไม่จำเป็นต้องเปิดไฟฉุกเฉิน,หยุดรถให้ห่างจากทางรถไฟไม่น้อยกว่า 5 เมตร,true,ขับรถผ่านไปโดยเร็ว,false,ให้เสียงสัญญาณแตรเตือนและขับผ่านไปได้,false,หยุดรอสัญญาณไฟและเปิดไฟฉุกเฉิน,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"บริเวณใดใช้สัญญาณเสียงแตรได้",บริเวณที่ผู้ขับรถไม่ควรใช้สัญญาณเสียงแตร ได้แก่ โรงเรียน สถานที่ราชการ โรงพยาบาล ส่วนบริเวณที่ผู้ขับรถสามารถใช้สัญญาณเสียงแตรได้ ได้แก่ สวนสาธารณะ,โรงเรียน,false,สถานที่ราชการ,false,สวนสาธารณะ,true,โรงพยาบาล,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"เมื่อเกิดอุบัติเหตุผู้ขับขี่หลบหนีจะมีผลอย่างไร",เมื่อเกิดอุบัติเหตุผู้ขับขี่หลบหนีจะมีผลให้สันนิษฐานว่าผู้นั้นเป็นผู้กระทำผิด,ไม่มีผล เพราะไม่ใช่ฝ่ายผิด,false,ให้สันนิษฐานว่าผู้นั้นเป็นผู้กระทำผิด,true,มีผลให้เป็นฝ่ายถูก,false,จะได้รับการกันไว้เป็นพยาน,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"สัญญาณเสียงแตรใช้ได้เมื่อใด",ผู้ขับรถยังสามารถใช้สัญญาณเสียงแตรได้เมื่อจำเป็นเพื่อป้องกันอุบัติเหตุ แต่ไม่ควรใช้เมื่อเห็นรถคันข้างหน้าขับช้า,ใช้ได้เมื่อรถคันหน้าขับช้า,false,ใช้ได้ตามสะดวก,false,ใช้ตลอดเวลา,false,ใช้ได้เมื่อจำเป็นเพื่อป้องกันอุบัติเหตุ,true,[  ],กฎหมายว่าด้วยจราจรทางบก
"ขณะขับขี่รถต้องเว้นระยะห่างรถคันหน้าเท่าใด",ขณะขับขี่รถต้องเว้นระยะห่างรถคันหน้าในระยะที่ปลอดภัย,ในระยะที่ปลอดภัย,true,13 เมตร,false,50 เมตร,false,3 ช่วงตัวรถ,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ก่อนเลี้ยวรถต้องเข้าช่องทางที่จะเลี้ยวและเปิดไฟเลี้ยวก่อนเลี้ยวรถไม่น้อยกว่ากี่เมตร",ก่อนเลี้ยวรถต้องเข้าช่องทางที่จะเลี้ยวและเปิดไฟเลี้ยวก่อนเลี้ยวรถในระยะไม่น้อยกว่า 30 เมตร  เพื่อให้ผู้ที่ขับตามหลังมาทราบ,3 เมตร,false,30 เมตร,true,10 เมตร,false,15 เมตร,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ผู้ขับรถที่ดื่มสุราเมื่อวัดระดับแอลกอฮอล์ในลมหายใจจะต้องไม่เกินเท่าใด",ผู้ขับรถที่ดื่มสุรา เมื่อวัดระดับแอลกอฮอล์ในลมหายใจจะต้องไม่เกิน 50 มิลลิกรัมเปอร์เซ็น ส่วนผู้ขับรถยนต์สาธารณะ ผู้ขับรถโดยสารสาธารณะและรถบรรทุก ขณะขับรถต้องมีระดับแอลกอฮอล์ในลมหายใจเท่ากับศูนย์เท่านั้น,ไม่เกิน 60 มิลลิกรัมเปอร์เซ็น,false,ไม่เกิน 70 มิลลิกรัมเปอร์เซ็น,false,ไม่เกิน 50 มิลลิกรัมเปอร์เซ็น,true,ไม่เกิน 80 มิลลิกรัมเปอร์เซ็น,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ขณะขับรถตรวจพบแอลกอฮอล์ในร่างกายเกินกว่าที่กฎหมายกำหนดมีโทษอย่างไร","ขณะขับรถตรวจพบแอลกอฮอล์ในร่างกายเกินกว่าที่กฎหมายกำหนดมีโทษจำคุกไม่เกิน 1 ปีหรือปรับตั้งแต่ 5,000 ถึง 20,000 บาท หรือทั้งจำทั้งปรับ","จำคุกไม่เกิน 3 เดือนหรือปรับตั้งแต่ 1,000 ถึง 50,000 บาท",false,"จำคุกไม่เกิน 1 ปีหรือปรับตั้งแต่ 5,000 ถึง 20,000 บาท หรือทั้งจำทั้งปรับ",true,"ปรับไม่เกิน 5,000 บาท",false,"ปรับไม่เกิน 10,000 บาท",false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ในเขตกรุงเทพ เขตเมืองพัทยา หรือเขตเทศบาล ต้องขับรถด้วยความเร็วเท่าไร",ในเขตกรุงเทพ เขตเมืองพัทยา หรือเขตเทศบาล ผู้ขับรถตามกฎหมายรถยนต์ต้องขับรถด้วยความเร็วไม่เกิน 80 กิโลเมตรต่อชั่วโมง,ไม่เกิน 90 กิโลเมตรต่อชั่วโมง,false,ไม่เกิน 80 กิโลเมตรต่อชั่วโมง,true,ไม่เกิน 60 กิโลเมตรต่อชั่วโมง,false,ไม่เกิน 100 กิโลเมตรต่อชั่วโมง,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"นอกเขตกรุงเทพ เขตเมืองพัทยา หรือเขตเทศบาล ต้องขับรถด้วยความเร็วเท่าไร",นอกเขตกรุงเทพ เขตเมืองพัทยา หรือเขตเทศบาล ผู้ขับรถตามกฎหมายรถยนต์ต้องขับรถด้วยความเร็วไม่เกิน 90 กิโลเมตรต่อชั่วโมง,ไม่เกิน 120 กิโลเมตรต่อชั่วโมง,false,ไม่เกิน 80 กิโลเมตรต่อชั่วโมง,false,ไม่เกิน 100 กิโลเมตรต่อชั่วโมง,false,ไม่เกิน 90 กิโลเมตรต่อชั่วโมง,true,[  ],กฎหมายว่าด้วยจราจรทางบก
"ในการให้สัญญาณไฟเลี้ยว จะต้องให้ผู้ขับรถคันอื่นเห็นได้ในระยะเท่าไร",ในการให้สัญญาณไฟเลี้ยว จะต้องให้ผู้ขับรถคันอื่นเห็นได้ในระยะไม่น้อยกว่า 60 เมตร,ไม่น้อยกว่า 10 เมตร,false,ไม่น้อยกว่า 15 เมตร,false,ไม่น้อยกว่า 60 เมตร,true,ไม่น้อยกว่า 30 เมตร,false,[  ],กฎหมายว่าด้วยจราจรทางบก
"ผู้ขับขี่ซึ่งจะเลี้ยวรถจะต้องให้สัญญาณมืออย่างไร",การให้สัญญาณมือ ผู้ขับขี่ซึ่งจะเลี้ยวรถจะต้องให้สัญญาณมือด้วยมือขวาเท่านั้น,ให้สัญญาณมือด้วยมือซ้ายเท่านั้น,false,ให้สัญญาณมือได้ทั้งมือซ้ายและมือขวา,false,ไม่ต้องให้สัญญาณมือใด ๆ ทั้งสิ้น,false,ให้สัญญาณมือด้วยมือขวาเท่านั้น,true,[  ],กฎหมายว่าด้วยจราจรทางบก
"บริเวณทางร่วมทางแยกและมีเครื่องหมายห้ามกลับรถแต่เจ้าพนักงานจราจรอนุญาตให้กลับรถได้ผู้ขับขี่ ต้องปฏิบัติอย่างไร",บริเวณทางร่วมทางแยกและมีเครื่องหมายห้ามกลับรถแต่เจ้าพนักงานจราจรอนุญาตให้กลับรถได้ผู้ขับขี่ก็สามารถกลับรถได้ เนื่องจากผู้ขับขี่ต้องปฏิบัติตามสัญญาณของเจ้าพนักงาน,กลับรถได้,true,กลับรถได้ถ้าไม่มีเครื่องหมายห้ามกลับรถ,false,กลับรถไม่ได้,false,กลับรถได้ถ้าไม่ใช่ทางร่วมทางแยก,false,[  ],กฎหมายว่าด้วยจราจรทางบก
